"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2020-01-01 ~ 2020-12-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강서구"
"읍면동 : 마곡동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"26","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제1종근린생활","-","107.36"," ","50,000","5","-","-","202012","08","","2016","-","-","-"
"27","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","37.74"," ","24,700","","-","-","202012","08","","2019","-","-","-"
"28","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","37.74"," ","24,700","","-","-","202012","08","","2019","-","-","-"
"29","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제1종근린생활","-","88.66"," ","36,000","5","-","-","202012","08","","2016","-","-","-"
"30","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","37.74"," ","24,700","","-","-","202012","08","","2019","-","-","-"
"31","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","38.43"," ","45,900","2","-","-","202012","08","","2019","-","-","-"
"32","서울특별시 강서구 마곡동","집합","1***","양천로","제3종일반주거","제2종근린생활","25m이상","32.40"," ","20,000","","-","-","202012","07","","2005","-","-","-"
"33","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","44.28"," ","24,700","6","-","-","202012","02","","2017","-","-","-"
"34","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","110.20"," ","62,700","8","-","-","202012","01","","2017","-","-","-"
"35","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","업무","-","38.60"," ","23,100","9","-","-","202012","01","","2020","20210107","-","-"
"36","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","25m이상","32.30"," ","10,000","7","-","-","202011","26","지분","2018","-","-","-"
"37","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","업무","-","36.54"," ","22,496","5","-","-","202011","20","","2020","20201125","-","-"
"38","서울특별시 강서구 마곡동","집합","7**","강서로","준주거","제1종근린생활","-","34.45"," ","85,000","1","-","-","202011","11","","2015","20201118","-","-"
"39","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","제2종근린생활","-","38.38"," ","18,415","8","-","-","202011","11","","2019","-","-","-"
"40","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","제2종근린생활","-","42.42"," ","20,374","8","-","-","202011","11","","2019","-","-","-"
"41","서울특별시 강서구 마곡동","집합","7**","마곡중앙1로","준주거","제2종근린생활","-","42.42"," ","20,374","8","-","-","202011","11","","2019","-","-","-"
"42","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","35.49"," ","19,800","","-","-","202011","10","","2017","-","-","-"
"43","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","20,000","","-","-","202011","09","","2017","-","-","-"
"44","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","20,000","","-","-","202011","09","","2017","-","-","-"
"45","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","41.63"," ","23,419","7","-","-","202011","03","","2019","-","-","-"
"46","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제2종근린생활","-","44.32"," ","95,000","1","-","-","202011","01","","2017","-","-","-"
"47","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","40.40"," ","20,000","9","-","-","202010","30","","2018","-","-","-"
"48","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","55.60"," ","29,000","6","-","-","202010","30","","2018","-","-","-"
"49","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","25m미만","32.14"," ","20,000","","-","-","202010","29","","2017","-","-","-"
"50","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제1종근린생활","25m미만","82.88"," ","33,485","","-","-","202010","29","지분","2018","-","-","-"
"51","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","53.68"," ","34,103","5","-","-","202010","28","","2019","-","-","-"
"52","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제1종근린생활","-","41.80"," ","70,000","1","-","-","202010","27","","2016","-","-","-"
"53","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","33.66"," ","20,000","","-","-","202010","26","","2019","-","-","-"
"54","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","48.95"," ","29,700","","-","-","202010","20","","2017","-","-","-"
"55","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","72.27"," ","65,000","5","-","-","202010","18","","2019","-","-","-"
"56","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","58.40"," ","48,750","5","-","-","202010","18","","2019","-","-","-"
"57","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","99.02"," ","88,500","5","-","-","202010","17","","2019","-","-","-"
"58","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","100.74"," ","92,200","5","-","-","202010","17","","2019","-","-","-"
"59","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","78.11"," ","63,800","5","-","-","202010","17","","2019","-","-","-"
"60","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","27.38"," ","15,500","12","-","-","202010","17","","2018","-","-","-"
"61","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","53.76"," ","37,400","9","-","-","202010","17","","2018","-","-","-"
"62","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","41.63"," ","23,032","10","-","-","202010","16","","2019","-","-","-"
"63","서울특별시 강서구 마곡동","집합","7**","","일반상업","기타","25m이상","56.16"," ","51,500","6","-","-","202010","15","","2019","-","-","-"
"64","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","업무","-","31.20"," ","24,035","4","-","-","202010","15","","2019","-","-","-"
"65","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","48.33"," ","27,000","7","-","-","202010","15","","2018","-","-","-"
"66","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","17.68"," ","9,500","7","-","-","202010","14","","2015","-","-","-"
"67","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","47.80"," ","24,300","8","-","-","202010","13","","2018","-","-","-"
"68","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","28.86"," ","19,500","","-","-","202010","13","","2017","-","-","-"
"69","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","38.43"," ","45,900","2","-","-","202010","12","","2019","20201208","-","-"
"70","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","38.43"," ","43,700","2","-","-","202010","12","","2019","-","-","-"
"71","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","28.86"," ","18,000","","-","-","202010","12","","2017","-","-","-"
"72","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","23,200","7","-","-","202010","08","","2019","-","-","-"
"73","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","24,000","9","-","-","202010","08","","2019","-","-","-"
"74","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","24,000","9","-","-","202010","08","","2019","-","-","-"
"75","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","제1종근린생활","-","63.20"," ","176,504","1","-","-","202010","06","","2019","-","-","-"
"76","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로","일반상업","판매","25m이상","61.80"," ","45,300","2","-","-","202010","05","지분","2017","-","-","-"
"77","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로","일반상업","교육연구","-","144.47"," ","64,800","7","-","-","202010","03","","2015","-","-","-"
"78","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","38.40"," ","24,000","7","-","-","202009","24","","2019","-","-","-"
"79","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","36.48"," ","118,490","1","-","-","202009","23","","2019","-","-","-"
"80","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","31.85"," ","110,000","1","-","-","202009","21","","2016","-","-","-"
"81","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","제2종근린생활","-","44.67"," ","41,000","3","-","-","202009","16","","2018","-","-","-"
"82","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","52.70"," ","28,423","10","-","-","202009","15","","2017","-","-","-"
"83","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","업무","-","29.64"," ","19,300","10","-","-","202009","14","","2019","-","-","-"
"84","서울특별시 강서구 마곡동","집합","7**","마곡동로","준공업","제1종근린생활","-","47.15"," ","130,000","1","-","-","202009","10","","2016","-","-","-"
"85","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","제2종근린생활","-","92.40"," ","61,500","","-","-","202009","10","","2019","-","-","-"
"86","서울특별시 강서구 마곡동","집합","1***","양천로30길","제2종일반주거","제1종근린생활","12m미만","43.80"," ","44,100","1","-","-","202009","07","","2020","-","-","-"
"87","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","제2종근린생활","-","86.90"," ","67,500","2","-","-","202009","03","","2018","-","-","-"
"88","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","72.24"," ","40,000","12","-","-","202009","02","","2018","-","-","-"
"89","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","제2종근린생활","-","37.85"," ","64,000","1","-","-","202009","01","","2016","-","-","-"
"90","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","30.86"," ","18,600","","-","-","202009","01","","2017","-","-","-"
"91","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","35.49"," ","16,900","7","-","-","202009","01","","2017","-","-","-"
"92","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","19,000","","-","-","202009","01","","2017","-","-","-"
"93","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","72.24"," ","40,000","12","-","-","202009","01","","2018","20200915","-","-"
"94","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","47.80"," ","26,000","7","-","-","202008","31","","2018","-","-","-"
"95","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","58.00"," ","34,000","8","-","-","202008","25","","2017","-","-","-"
"96","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","제2종근린생활","-","33.58"," ","22,285","4","-","-","202008","24","","2019","20200824","-","-"
"97","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","기타","-","49.98"," ","45,000","","-","-","202008","22","","2019","-","-","-"
"98","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","61.44"," ","40,000","9","-","-","202008","21","","2018","-","-","-"
"99","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제1종근린생활","-","45.64"," ","130,000","1","-","-","202008","19","","2017","-","-","-"
"100","서울특별시 강서구 마곡동","집합","7**","마곡동로4길","일반상업","제2종근린생활","-","107.03"," ","83,000","3","-","-","202008","18","","2017","-","-","-"
"101","서울특별시 강서구 마곡동","집합","7**","양천로","일반상업","제2종근린생활","-","28.82"," ","29,112","","-","-","202008","15","","2017","-","-","-"
"102","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","49.02"," ","21,000","8","-","-","202008","14","","2016","-","-","-"
"103","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","40.40"," ","23,174","6","-","-","202008","14","","2018","-","-","-"
"104","서울특별시 강서구 마곡동","집합","7**","강서로","일반상업","제2종근린생활","-","216.00"," ","44,000","","-","-","202008","13","","2015","-","-","-"
"105","서울특별시 강서구 마곡동","집합","8**","공항대로","준공업","제1종근린생활","-","47.20"," ","26,780","6","-","-","202008","11","","2019","-","-","-"
"106","서울특별시 강서구 마곡동","집합","1***","양천로30길","제2종일반주거","제1종근린생활","12m미만","32.40"," ","32,400","1","-","-","202008","10","","2020","-","-","-"
"107","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","25.74"," ","56,357","1","-","-","202008","08","","2017","-","-","-"
"108","서울특별시 강서구 마곡동","집합","7**","강서로","일반상업","제1종근린생활","-","87.84"," ","51,000","6","-","-","202008","07","","2017","-","-","-"
"109","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","20,000","","-","-","202008","06","","2017","20210901","-","-"
"110","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","30.72"," ","20,500","8","-","-","202008","04","","2017","-","-","-"
"111","서울특별시 강서구 마곡동","집합","7**","마곡동로3길","준공업","제1종근린생활","-","38.13"," ","90,000","1","-","-","202008","02","","2016","-","-","-"
"112","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","31.20"," ","21,900","8","-","-","202007","31","","2019","-","-","-"
"113","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로","일반상업","제2종근린생활","-","79.80"," ","47,000","3","-","-","202007","30","","2015","-","-","-"
"114","서울특별시 강서구 마곡동","집합","7**","마곡동로4길","일반상업","제1종근린생활","-","45.63"," ","109,000","1","-","-","202007","28","","2017","-","-","-"
"115","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","66.42"," ","43,000","10","-","-","202007","27","","2017","-","-","-"
"116","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","58.00"," ","30,600","8","-","-","202007","27","","2017","-","-","-"
"117","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","준주거","업무","-","33.30"," ","20,000","4","-","-","202007","24","","2019","-","-","-"
"118","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","21.93"," ","16,000","3","-","-","202007","23","","2017","-","-","-"
"119","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","45.36"," ","153,200","1","-","-","202007","22","","2019","-","-","-"
"120","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","45.36"," ","160,510","1","-","-","202007","22","","2019","20200813","-","-"
"121","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","53.97"," ","32,470","9","-","-","202007","21","","2019","-","-","-"
"122","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","23.80"," ","44,700","1","-","-","202007","21","","2017","-","-","-"
"123","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","38.64"," ","23,000","9","-","-","202007","20","","2017","-","-","-"
"124","서울특별시 강서구 마곡동","집합","7**","강서로","준주거","제2종근린생활","-","75.96"," ","54,000","3","-","-","202007","18","","2015","-","-","-"
"125","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","21.64"," ","15,000","6","-","-","202007","16","","2019","-","-","-"
"126","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","32.14"," ","20,000","","-","-","202007","15","","2017","-","-","-"
"127","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","58.00"," ","30,000","8","-","-","202007","13","","2017","-","-","-"
"128","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","62.35"," ","32,000","8","-","-","202007","13","","2017","-","-","-"
"129","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","89.39"," ","45,500","8","-","-","202007","13","","2017","-","-","-"
"130","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","-","91.35"," ","47,000","8","-","-","202007","13","","2017","-","-","-"
"131","서울특별시 강서구 마곡동","집합","7**","마곡서로","","제2종근린생활","-","89.39"," ","46,000","8","-","-","202007","13","","2017","20200724","-","-"
"132","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","40.40"," ","30,000","7","-","-","202007","09","","2018","-","-","-"
"133","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","88.56"," ","57,000","7","-","-","202007","09","","2017","-","-","-"
"134","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","32.76"," ","18,000","","-","-","202007","08","","2017","-","-","-"
"135","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","63.64"," ","33,500","","-","-","202007","07","","2018","-","-","-"
"136","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제1종근린생활","-","52.07"," ","24,000","","-","-","202007","05","","2016","-","-","-"
"137","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","42.60"," ","21,000","11","-","-","202007","01","","2018","-","-","-"
"138","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","42.60"," ","21,000","11","-","-","202007","01","","2018","-","-","-"
"139","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","35.69"," ","23,000","","-","-","202006","30","","2017","-","-","-"
"140","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","업무","-","32.37"," ","21,500","","-","-","202006","30","","2017","-","-","-"
"141","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","19.72"," ","12,000","5","-","-","202006","29","","2015","-","-","-"
"142","서울특별시 강서구 마곡동","일반","7**","마곡동로","준공업","교육연구","25m이상","76349.12","1541.22","2,744,351","","-","-","202006","26","지분","2018","20200626","-","-"
"143","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","36.08"," ","21,670","","-","-","202006","26","","2019","-","-","-"
"144","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","57.71"," ","34,760","","-","-","202006","26","","2019","-","-","-"
"145","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","19.72"," ","10,000","9","-","-","202006","23","","2015","-","-","-"
"146","서울특별시 강서구 마곡동","집합","7**","마곡중앙4로","준주거","업무","-","33.66"," ","17,799","","-","-","202006","22","","2019","-","-","-"
"147","서울특별시 강서구 마곡동","집합","7**","마곡중앙2로","준주거","업무","-","31.60"," ","17,740","7","-","-","202006","18","","2019","-","-","-"
"148","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","업무","25m미만","30.36"," ","16,000","9","-","-","202006","18","","2017","-","-","-"
"149","서울특별시 강서구 마곡동","집합","7**","마곡중앙5로1길","일반상업","제2종근린생활","-","85.80"," ","55,000","2","-","-","202006","17","","2016","-","-","-"
"150","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제2종근린생활","-","43.09"," ","90,000","1","-","-","202006","13","","2017","-","-","-"
"151","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","제2종근린생활","25m미만","142.41"," ","69,642","8","-","-","202006","12","","2017","-","-","-"
"152","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","준공업","제1종근린생활","-","37.96"," ","98,800","1","-","-","202006","12","","2017","-","-","-"
"153","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","제1종근린생활","25m미만","43.16"," ","109,500","1","-","-","202006","06","","2015","-","-","-"
"154","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제2종근린생활","-","22.00"," ","15,900","4","-","-","202005","31","","2017","-","-","-"
"155","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","제1종근린생활","-","40.00"," ","141,540","1","-","-","202005","22","","2019","-","-","-"
"156","서울특별시 강서구 마곡동","집합","7**","마곡중앙로","일반상업","제1종근린생활","-","22.05"," ","15,000","3","-","-","202005","21","","2017","-","-","-"
"157","서울특별시 강서구 마곡동","집합","7**","마곡서로","준주거","제2종근린생활","-","123.23"," ","65,000","6","-","-","202005","18","","2014","-","-","-"
"158","서울특별시 강서구 마곡동","집합","7**","마곡동로","준공업","제2종근린생활","-","65.09"," ","34,000","4","-","-","202005","16","","2016","-","-","-"
"159","서울특별시 강서구 마곡동","집합","7**","마곡동로","준공업","제2종근린생활","-","88.00"," ","56,000","4","-","-","202005","16","","2016","-","-","-"
"160","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","숙박","-","19.72"," ","10,000","4","-","-","202005","15","","2015","-","-","-"
"161","서울특별시 강서구 마곡동","집합","8**","공항대로","일반상업","업무","-","52.88"," ","23,900","7","-","-","202005","13","","2018","-","-","-"
"162","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","35.65"," ","22,500","","-","-","202005","13","","2017","-","-","-"
"163","서울특별시 강서구 마곡동","집합","7**","마곡서로","일반상업","업무","-","35.65"," ","22,500","","-","-","202005","13","","2017","-","-","-"
"164","서울특별시 강서구 마곡동","집합","7**","공항대로","일반상업","업무","-","36.26"," ","17,500","7","-","-","202005","09","","2018","-","-","-"
"165","서울특별시 강서구 마곡동","집합","8**","마곡중앙2로","준공업","제1종근린생활","-","15.51"," ","9,600","5","-","-","202005","05","","2019","-","-","-"
"166","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","55.20"," ","28,500","10","-","-","202004","22","","2018","-","-","-"
"167","서울특별시 강서구 마곡동","집합","7**","방화대로","일반상업","제2종근린생활","-","98.82"," ","34,000","","-","-","202004","20","","2016","-","-","-"
"168","서울특별시 강서구 마곡동","집합","7**","마곡중앙6로","일반상업","업무","-","51.56"," ","25,000","9","-","-","202004","20","","2017","-","-","-"
